left,bottom,right,top,area,cctv_area,cctv_weakS,crimeS,xcoord,ycoord,x,y
968900,1943500,969000,1943600,100,89.9341,3.5935,13.10915194,968950,1943550,127.1487605,37.49067763
942300,1946600,942400,1946700,100,63.6318,12.9834,5.25925263,942350,1946650,126.8476302,37.51734045
942300,1947000,942400,1947100,100,76.9989,8.2114,5.25925263,942350,1947050,126.8475988,37.52094567
942300,1947100,942400,1947200,100,85.9788,5.0056,5.25925263,942350,1947150,126.847591,37.52184697
942400,1947900,942500,1948000,100,28.6196,25.4828,9.44056836,942450,1947950,126.8486599,37.52906366
942400,1948000,942500,1948100,100,38.7054,21.8822,9.44056836,942450,1948050,126.8486521,37.52996496
942400,1948100,942500,1948200,100,56.1601,15.6508,9.44056836,942450,1948150,126.8486442,37.53086626
968800,1951200,968900,1951300,100,41.9219,20.7339,7.27420005,968850,1951250,127.1473027,37.56007788
942400,1947000,942500,1947100,100,52.1189,17.0936,5.25925263,942450,1947050,126.8487304,37.52095192
968800,1951300,968900,1951400,100,36.5945,22.6358,7.27420005,968850,1951350,127.1472984,37.56097922
942400,1947300,942500,1947400,100,71.3836,10.2161,5.25925263,942450,1947350,126.8487069,37.52365583
942400,1947400,942500,1947500,100,60.8625,13.9721,5.25925263,942450,1947450,126.8486991,37.52455713
942400,1947700,942500,1947800,100,33.6203,23.6976,5.25925263,942450,1947750,126.8486756,37.52726105
942400,1945000,942500,1945100,100,86.5839,4.7895,7.48708883,942450,1945050,126.848887,37.50292579
942400,1945100,942500,1945200,100,100,0,7.48708883,942450,1945150,126.8488792,37.50382709
942400,1946500,942500,1946600,100,85.5235,5.1681,5.25925263,942450,1946550,126.8487696,37.51644539
942400,1946600,942500,1946700,100,86.4921,4.8223,5.25925263,942450,1946650,126.8487618,37.51734669
968500,1950900,968600,1951000,100,0.4021,35.5565,7.27420005,968550,1950950,127.1439188,37.55736366
942400,1944300,942500,1944400,100,18.0442,29.2582,7.48708883,942450,1944350,126.8489418,37.49661663
968500,1951000,968600,1951100,100,19.4513,28.7559,7.27420005,968550,1951050,127.1439145,37.558265
942400,1944900,942500,1945000,100,82.1857,6.3597,7.48708883,942450,1944950,126.8488949,37.50202448
942400,1951800,942500,1951900,100,37.3179,22.3775,9.44056836,942450,1951850,126.848354,37.5642144
968500,1949500,968600,1949600,100,41.8277,20.7675,7.27420005,968550,1949550,127.1439789,37.54474488
942400,1952100,942500,1952200,100,24.6801,26.8892,9.44056836,942450,1952150,126.8483304,37.56691829
968500,1949600,968600,1949700,100,90.1774,3.5067,7.27420005,968550,1949650,127.1439746,37.54564623
942500,1942700,942600,1942800,100,99.5306,0.1676,7.48708883,942550,1942750,126.850198,37.48220189
968500,1950700,968600,1950800,100,5.8891,33.5976,7.27420005,968550,1950750,127.1439274,37.55556098
968500,1950800,968600,1950900,100,6.4409,33.4006,7.27420005,968550,1950850,127.1439231,37.55646232
942400,1951200,942500,1951300,100,2.9245,34.656,9.44056836,942450,1951250,126.8484011,37.55880661
968600,1947800,968700,1947900,100,34.5572,23.3631,7.27420005,968650,1947850,127.1451835,37.52942545
968600,1947900,968700,1948000,100,54.7658,16.1486,7.27420005,968650,1947950,127.1451792,37.53032679
968600,1948100,968700,1948200,100,31.1426,24.5821,7.27420005,968650,1948150,127.1451707,37.53212948
942400,1949400,942500,1949500,100,92.4261,2.7039,9.44056836,942450,1949450,126.8485423,37.5425832
968600,1948300,968700,1948400,100,74.5159,9.0978,7.27420005,968650,1948350,127.1451621,37.53393217
942400,1949500,942500,1949600,100,90.1424,3.5192,9.44056836,942450,1949550,126.8485345,37.5434845
968600,1947200,968700,1947300,100,0.0074,35.6974,7.27420005,968650,1947250,127.1452091,37.52401738
942400,1949700,942500,1949800,100,91.9429,2.8764,9.44056836,942450,1949750,126.8485188,37.5452871
942400,1950700,942500,1950800,100,44.2359,19.9078,9.44056836,942450,1950750,126.8484403,37.55430011
968600,1947400,968700,1947500,100,6.4101,33.4116,7.27420005,968650,1947450,127.1452006,37.52582007
942400,1948400,942500,1948500,100,85.2013,5.2831,9.44056836,942450,1948450,126.8486207,37.53357017
968600,1947500,968700,1947600,100,66.3423,12.0158,7.27420005,968650,1947550,127.1451963,37.52672141
942400,1948500,942500,1948600,100,78.0441,7.8383,9.44056836,942450,1948550,126.8486129,37.53447148
942400,1948600,942500,1948700,100,71.6937,10.1053,9.44056836,942450,1948650,126.848605,37.53537278
942400,1948700,942500,1948800,100,68.0095,11.4206,9.44056836,942450,1948750,126.8485972,37.53627408
942000,1952000,942100,1952100,100,42.7085,20.4531,9.44056836,942050,1952050,126.8438092,37.56599191
968600,1947100,968700,1947200,100,3.5121,34.4462,7.27420005,968650,1947150,127.1452134,37.52311603
942000,1952100,942100,1952200,100,0.0737,35.6737,9.44056836,942050,1952150,126.8438013,37.56689321
942000,1952200,942100,1952300,100,4.7825,33.9926,9.44056836,942050,1952250,126.8437934,37.5677945
942000,1952300,942100,1952400,100,22.6924,27.5988,9.44056836,942050,1952350,126.8437855,37.5686958
968600,1951000,968700,1951100,100,64.5907,12.6411,7.27420005,968650,1951050,127.1450468,37.55826841
942000,1951900,942100,1952000,100,63.8676,12.8993,9.44056836,942050,1951950,126.8438171,37.56509061
942000,1949400,942100,1949500,100,96.7289,1.1678,9.44056836,942050,1949450,126.8440146,37.54255813
942000,1949600,942100,1949700,100,94.5612,1.9417,9.44056836,942050,1949650,126.8439988,37.54436073
968600,1950500,968700,1950600,100,33.8445,23.6175,7.27420005,968650,1950550,127.1450681,37.55376171
942000,1949700,942100,1949800,100,78.4448,7.6952,9.44056836,942050,1949750,126.8439909,37.54526203
968600,1950700,968700,1950800,100,16.3045,29.8793,7.27420005,968650,1950750,127.1450596,37.55556439
942000,1951200,942100,1951300,100,51.2204,17.4143,9.44056836,942050,1951250,126.8438724,37.55878153
968600,1950800,968700,1950900,100,73.0748,9.6123,7.27420005,968650,1950850,127.1450553,37.55646573
942000,1947700,942100,1947800,100,25.1481,26.7221,5.25925263,942050,1947750,126.8441488,37.527236
968600,1950900,968700,1951000,100,20.9713,28.2132,7.27420005,968650,1950950,127.145051,37.55736707
942000,1947800,942100,1947900,100,84.5263,5.5241,9.44056836,942050,1947850,126.8441409,37.5281373
968600,1949000,968700,1949100,100,87.7723,4.3653,7.27420005,968650,1949050,127.1451322,37.54024158
942000,1947900,942100,1948000,100,38.4123,21.9868,9.44056836,942050,1947950,126.8441331,37.5290386
968600,1949300,968700,1949400,100,97.4654,0.9049,7.27420005,968650,1949350,127.1451194,37.54294561
942000,1948000,942100,1948100,100,8.5395,32.6514,9.44056836,942050,1948050,126.8441252,37.5299399
968600,1949900,968700,1950000,100,92.9529,2.5158,7.27420005,968650,1949950,127.1450938,37.54835366
942100,1946900,942200,1947000,100,49.6825,17.9633,5.25925263,942150,1946950,126.8453435,37.52003184
968600,1950400,968700,1950500,100,0.867,35.3905,7.27420005,968650,1950450,127.1450724,37.55286037
942100,1947200,942200,1947300,100,44.6734,19.7516,5.25925263,942150,1947250,126.8453199,37.52273576
968600,1948600,968700,1948700,100,98.6854,0.4693,7.27420005,968650,1948650,127.1451493,37.5366362
942100,1947300,942200,1947400,100,59.5675,14.4344,5.25925263,942150,1947350,126.845312,37.52363706
968600,1948700,968700,1948800,100,91.1529,3.1584,7.27420005,968650,1948750,127.145145,37.53753755
942100,1947400,942200,1947500,100,50.1852,17.7839,5.25925263,942150,1947450,126.8453042,37.52453836
968600,1948800,968700,1948900,100,70.7101,10.4565,7.27420005,968650,1948850,127.1451408,37.53843889
942100,1945200,942200,1945300,100,50.9366,17.5156,7.48708883,942150,1945250,126.8454774,37.50470964
968600,1948900,968700,1949000,100,61.2607,13.8299,7.27420005,968650,1948950,127.1451365,37.53934023
942100,1946500,942200,1946600,100,0.3895,35.5609,5.25925263,942150,1946550,126.845375,37.51642662
942100,1946600,942200,1946700,100,9.6623,32.2506,5.25925263,942150,1946650,126.8453672,37.51732793
942100,1946800,942200,1946900,100,21.9613,27.8598,5.25925263,942150,1946850,126.8453514,37.51913054
942100,1944800,942200,1944900,100,57.866,15.0418,7.48708883,942150,1944850,126.8455088,37.50110441
942100,1944900,942200,1945000,100,58.1231,14.9501,7.48708883,942150,1944950,126.845501,37.50200572
942100,1945000,942200,1945100,100,80.041,7.1254,7.48708883,942150,1945050,126.8454931,37.50290703
968700,1943600,968800,1943700,100,39.2468,21.6889,13.10915194,968750,1943650,127.1464938,37.49157223
942100,1945100,942200,1945200,100,98.566,0.5119,7.48708883,942150,1945150,126.8454852,37.50380834
968700,1943800,968800,1943900,100,82.6911,6.1793,13.10915194,968750,1943850,127.1464853,37.49337494
942100,1942700,942200,1942800,100,40.3303,21.3021,7.48708883,942150,1942750,126.845674,37.48217693
968700,1944300,968800,1944400,100,86.6871,4.7527,13.10915194,968750,1944350,127.1464641,37.49788169
942100,1944100,942200,1944200,100,99.9992,0.0003,7.48708883,942150,1944150,126.8455639,37.49479526
942100,1944300,942200,1944400,100,53.7907,16.4967,7.48708883,942150,1944350,126.8455482,37.49659787
942100,1944400,942200,1944500,100,58.7639,14.7213,7.48708883,942150,1944450,126.8455403,37.49749918
942100,1951900,942200,1952000,100,23.4533,27.3272,9.44056836,942150,1951950,126.8449494,37.5650969
968700,1943300,968800,1943400,100,16.2691,29.8919,13.10915194,968750,1943350,127.1465066,37.48886818
942100,1952000,942200,1952100,100,77.2112,8.1356,9.44056836,942150,1952050,126.8449415,37.5659982
942100,1949600,942200,1949700,100,99.9966,0.0012,9.44056836,942150,1949650,126.8451308,37.54436702
942100,1951600,942200,1951700,100,35.0059,23.2029,9.44056836,942150,1951650,126.844973,37.562393
942100,1951700,942200,1951800,100,13.5584,30.8597,9.44056836,942150,1951750,126.8449651,37.5632943
942100,1949100,942200,1949200,100,87.464,4.4754,9.44056836,942150,1949150,126.8451702,37.53986051
968400,1947600,968500,1947700,100,16.0764,29.9607,7.27420005,968450,1947650,127.1429285,37.52761594
942100,1949200,942200,1949300,100,70.4407,10.5527,9.44056836,942150,1949250,126.8451623,37.54076181
942100,1949400,942200,1949500,100,55.4001,15.9222,9.44056836,942150,1949450,126.8451466,37.54256441
942100,1949500,942200,1949600,100,54.0944,16.3883,9.44056836,942150,1949550,126.8451387,37.54346571
942100,1947500,942200,1947600,100,33.1758,23.8562,5.25925263,942150,1947550,126.8452963,37.52543967
942100,1947700,942200,1947800,100,12.9187,31.088,5.25925263,942150,1947750,126.8452805,37.52724227
968400,1944100,968500,1944200,100,46.3076,19.1682,13.10915194,968450,1944150,127.1430788,37.49606878
942100,1947800,942200,1947900,100,57.5414,15.1577,9.44056836,942150,1947850,126.8452726,37.52814358
942100,1948100,942200,1948200,100,76.6981,8.3188,9.44056836,942150,1948150,126.845249,37.53084749
942200,1947500,942300,1947600,100,78.4714,7.6857,5.25925263,942250,1947550,126.8464279,37.52544594
942200,1948100,942300,1948200,100,91.6985,2.9636,9.44056836,942250,1948150,126.8463808,37.53085376
942200,1948700,942300,1948800,100,82.2738,6.3283,9.44056836,942250,1948750,126.8463336,37.53626157
942200,1949100,942300,1949200,100,92.6373,2.6285,9.44056836,942250,1949150,126.8463021,37.53986678
942200,1946800,942300,1946900,100,44.9086,19.6676,5.25925263,942250,1946850,126.846483,37.5191368
968400,1941600,968500,1941700,100,0.9781,35.3508,13.10915194,968450,1941650,127.143186,37.47353499
942200,1946900,942300,1947000,100,89.3345,3.8076,5.25925263,942250,1946950,126.8464751,37.52003811
968400,1950000,968500,1950100,100,57.6047,15.1351,7.27420005,968450,1950050,127.1428254,37.54924818
942200,1947000,942300,1947100,100,54.6648,16.1847,5.25925263,942250,1947050,126.8464673,37.52093941
968400,1950100,968500,1950200,100,19.4748,28.7475,7.27420005,968450,1950150,127.1428211,37.55014952
942200,1947400,942300,1947500,100,36.3592,22.7198,5.25925263,942250,1947450,126.8464358,37.52454463
968400,1950500,968500,1950600,100,80.9924,6.7857,7.27420005,968450,1950550,127.1428038,37.55375488
942200,1945200,942300,1945300,100,92.6694,2.617,7.48708883,942250,1945250,126.8466087,37.50471591
942200,1945300,942300,1945400,100,99.9688,0.0111,7.48708883,942250,1945350,126.8466008,37.50561721
968400,1949600,968500,1949700,100,57.923,15.0215,7.27420005,968450,1949650,127.1428426,37.54564281
942200,1946500,942300,1946600,100,72.4327,9.8415,5.25925263,942250,1946550,126.8465066,37.51643289
968400,1949700,968500,1949800,100,81.9801,6.4331,7.27420005,968450,1949750,127.1428383,37.54654415
942200,1946600,942300,1946700,100,63.9478,12.8706,5.25925263,942250,1946650,126.8464987,37.51733419
968400,1949800,968500,1949900,100,48.2754,18.4657,7.27420005,968450,1949850,127.142834,37.54744549
942200,1942700,942300,1942800,100,98.1404,0.6639,7.48708883,942250,1942750,126.846805,37.48218318
968400,1949900,968500,1950000,100,72.6082,9.7789,7.27420005,968450,1949950,127.1428297,37.54834683
942200,1942800,942300,1942900,100,20.3745,28.4263,7.48708883,942250,1942850,126.8467971,37.48308449
968400,1948700,968500,1948800,100,21.0389,28.1891,7.27420005,968450,1948750,127.1428813,37.53753072
968400,1949000,968500,1949100,100,82.546,6.2311,7.27420005,968450,1949050,127.1428684,37.54023475
942200,1944600,942300,1944700,100,64.3947,12.7111,7.48708883,942250,1944650,126.8466558,37.49930806
968400,1949100,968500,1949200,100,18.0078,29.2712,7.27420005,968450,1949150,127.1428641,37.5411361
941900,1945000,942000,1945100,100,71.254,10.2623,7.48708883,941950,1945050,126.8432305,37.50289447
968400,1949500,968500,1949600,100,79.2062,7.4234,7.27420005,968450,1949550,127.1428469,37.54474147
941900,1945100,942000,1945200,100,52.3331,17.0171,7.48708883,941950,1945150,126.8432226,37.50379578
968400,1948100,968500,1948200,100,57.6579,15.1161,7.27420005,968450,1948150,127.142907,37.53212266
941900,1945400,942000,1945500,100,30.9003,24.6686,5.25925263,941950,1945450,126.8431989,37.5064997
968400,1948200,968500,1948300,100,54.4256,16.2701,7.27420005,968450,1948250,127.1429027,37.533024
941900,1946000,942000,1946100,100,61.7795,13.6447,5.25925263,941950,1946050,126.8431515,37.51190753
968400,1948300,968500,1948400,100,30.2121,24.9143,7.27420005,968450,1948350,127.1428984,37.53392535
941900,1944100,942000,1944200,100,79.8092,7.2081,7.48708883,941950,1944150,126.8433015,37.4947827
968400,1948400,968500,1948500,100,51.4031,17.3491,7.27420005,968450,1948450,127.1428941,37.53482669
941900,1944200,942000,1944300,100,50.8312,17.5533,7.48708883,941950,1944250,126.8432936,37.49568401
941900,1944300,942000,1944400,100,91.5606,3.0129,7.48708883,941950,1944350,126.8432857,37.49658532
968500,1943500,968600,1943600,100,12.7344,31.1538,13.10915194,968550,1943550,127.1442357,37.49066409
941900,1944400,942000,1944500,100,97.661,0.835,7.48708883,941950,1944450,126.8432778,37.49748663
968500,1946500,968600,1946600,100,51.9443,17.1559,7.27420005,968550,1946550,127.1441074,37.51770455
941900,1942700,942000,1942800,100,46.2237,19.1981,7.48708883,941950,1942750,126.843412,37.48216438
941900,1943700,942000,1943800,100,75.4474,8.7653,7.48708883,941950,1943750,126.8433331,37.49117747
941900,1943800,942000,1943900,100,97.3411,0.9492,7.48708883,941950,1943850,126.8433252,37.49207878
941900,1944000,942000,1944100,100,56.2634,15.614,7.48708883,941950,1944050,126.8433094,37.4938814
941900,1942000,942000,1942100,100,15.2607,30.2519,7.48708883,941950,1942050,126.8434672,37.4758552
941900,1949400,942000,1949500,100,93.1227,2.4552,9.44056836,941950,1949450,126.8428827,37.54255184
941900,1949500,942000,1949600,100,46.1464,19.2257,9.44056836,941950,1949550,126.8428748,37.54345314
941900,1949600,942000,1949700,100,82.762,6.154,9.44056836,941950,1949650,126.8428669,37.54435444
941900,1949700,942000,1949800,100,79.9453,7.1595,9.44056836,941950,1949750,126.842859,37.54525574
941900,1948500,942000,1948600,100,97.6038,0.8554,9.44056836,941950,1948550,126.8429539,37.53444013
941900,1948600,942000,1948700,100,75.9712,8.5783,9.44056836,941950,1948650,126.842946,37.53534143
968500,1949000,968600,1949100,100,72.894,9.6768,7.27420005,968550,1949050,127.1440003,37.54023817
941900,1948700,942000,1948800,100,33.487,23.7451,9.44056836,941950,1948750,126.8429381,37.53624273
968500,1949200,968600,1949300,100,74.8054,8.9945,7.27420005,968550,1949250,127.1439917,37.54204086
941900,1949300,942000,1949400,100,85.635,5.1283,9.44056836,941950,1949350,126.8428906,37.54165054
968500,1949300,968600,1949400,100,49.4571,18.0438,7.27420005,968550,1949350,127.1439874,37.5429422
941900,1947900,942000,1948000,100,62.865,13.2572,9.44056836,941950,1947950,126.8430013,37.52903231
968500,1949400,968600,1949500,100,80.5485,6.9442,7.27420005,968550,1949450,127.1439831,37.54384354
941900,1948000,942000,1948100,100,68.5031,11.2444,9.44056836,941950,1948050,126.8429934,37.52993361
968500,1947900,968600,1948000,100,27.5731,25.8564,7.27420005,968550,1947950,127.1440474,37.53032339
941900,1948100,942000,1948200,100,39.9147,21.4505,9.44056836,941950,1948150,126.8429855,37.53083492
968500,1948700,968600,1948800,100,37.9084,22.1667,7.27420005,968550,1948750,127.1440131,37.53753414
941900,1948200,942000,1948300,100,74.5611,9.0817,9.44056836,941950,1948250,126.8429776,37.53173622
968500,1948800,968600,1948900,100,26.0413,26.4033,7.27420005,968550,1948850,127.1440089,37.53843548
941900,1946400,942000,1946500,100,1.9547,35.0022,5.25925263,941950,1946450,126.8431199,37.51551275
968500,1948900,968600,1949000,100,48.2097,18.4891,7.27420005,968550,1948950,127.1440046,37.53933683
941900,1946600,942000,1946700,100,39.8672,21.4674,5.25925263,941950,1946650,126.8431041,37.51731536
968500,1947100,968600,1947200,100,60.9871,13.9276,7.27420005,968550,1947150,127.1440817,37.52311263
941900,1946700,942000,1946800,100,61.0552,13.9033,5.25925263,941950,1946750,126.8430962,37.51821667
968500,1947200,968600,1947300,100,12.8076,31.1277,7.27420005,968550,1947250,127.1440774,37.52401397
941900,1947500,942000,1947600,100,15.6051,30.129,5.25925263,941950,1947550,126.843033,37.5254271
968500,1947600,968600,1947700,100,62.3772,13.4313,7.27420005,968550,1947650,127.1440603,37.52761935
941900,1952000,942000,1952100,100,59.5804,14.4298,9.44056836,941950,1952050,126.8426769,37.56598561
941900,1952300,942000,1952400,100,72.7334,9.7342,9.44056836,941950,1952350,126.8426532,37.5686895
941900,1950800,942000,1950900,100,37.8625,22.1831,9.44056836,941950,1950850,126.8427719,37.55517003
941900,1950900,942000,1951000,100,37.8111,22.2014,9.44056836,941950,1950950,126.842764,37.55607133
968200,1950600,968300,1950700,100,26.2023,26.3458,7.27420005,968250,1950650,127.1405352,37.55464935
941900,1951500,942000,1951600,100,0.8403,35.4,9.44056836,941950,1951550,126.8427165,37.56147912
942000,1946900,942100,1947000,100,45.1202,19.5921,5.25925263,942050,1946950,126.844212,37.52002556
942000,1947400,942100,1947500,100,75.2987,8.8184,5.25925263,942050,1947450,126.8441725,37.52453208
968200,1949900,968300,1950000,100,86.5145,4.8143,7.27420005,968250,1949950,127.1405655,37.54833996
942000,1947500,942100,1947600,100,83.3252,5.9529,5.25925263,942050,1947550,126.8441646,37.52543339
968200,1950000,968300,1950100,100,23.5729,27.2845,7.27420005,968250,1950050,127.1405612,37.5492413
942000,1947600,942100,1947700,100,48.8659,18.2549,5.25925263,942050,1947650,126.8441567,37.52633469
968200,1950100,968300,1950200,100,36.8723,22.5366,7.27420005,968250,1950150,127.1405569,37.55014265
942000,1945800,942100,1945900,100,27.4427,25.903,5.25925263,942050,1945850,126.8442987,37.51011121
968200,1950200,968300,1950300,100,65.187,12.4282,7.27420005,968250,1950250,127.1405526,37.55104399
942000,1946000,942100,1946100,100,11.1199,31.7302,5.25925263,942050,1946050,126.8442829,37.51191382
942000,1946500,942100,1946600,100,0.3889,35.5612,5.25925263,942050,1946550,126.8442435,37.51642035
942000,1946800,942100,1946900,100,26.7679,26.1439,5.25925263,942050,1946850,126.8442198,37.51912426
942000,1945100,942100,1945200,100,89.4931,3.751,7.48708883,942050,1945150,126.8443539,37.50380206
942000,1945400,942100,1945500,100,39.8394,21.4773,7.48708883,942050,1945450,126.8443302,37.50650598
942000,1945500,942100,1945600,100,80.6569,6.9055,7.48708883,942050,1945550,126.8443224,37.50740729
942000,1945600,942100,1945700,100,68.6673,11.1858,5.25925263,942050,1945650,126.8443145,37.5083086
968300,1943800,968400,1943900,100,95.1959,1.7151,13.10915194,968350,1943850,127.1419604,37.49336131
942000,1944900,942100,1945000,100,91.6486,2.9814,7.48708883,942050,1944950,126.8443697,37.50199945
942000,1945000,942100,1945100,100,61.8021,13.6367,7.48708883,942050,1945050,126.8443618,37.50290076
941700,1951800,941800,1951900,100,26.1276,26.3724,9.44056836,941750,1951850,126.8404283,37.56417038
968300,1945300,968400,1945400,100,2.2046,34.913,13.10915194,968350,1945350,127.1418959,37.50688154
941700,1951900,941800,1952000,100,11.6441,31.5431,9.44056836,941750,1951950,126.8404203,37.56507168
941700,1952000,941800,1952100,100,6.8984,33.2373,9.44056836,941750,1952050,126.8404124,37.56597298
941700,1952100,941800,1952200,100,58.796,14.7098,9.44056836,941750,1952150,126.8404044,37.56687428
941700,1951300,941800,1951400,100,15.5738,30.1402,9.44056836,941750,1951350,126.840468,37.5596639
968300,1941600,968400,1941700,100,5.1081,33.8764,13.10915194,968350,1941650,127.142055,37.47353157
941700,1951500,941800,1951600,100,36.3665,22.7172,9.44056836,941750,1951550,126.8404521,37.56146649
968300,1949000,968400,1949100,100,80.922,6.8108,7.27420005,968350,1949050,127.1417364,37.54023132
941700,1951600,941800,1951700,100,40.7448,21.1541,9.44056836,941750,1951650,126.8404442,37.56236779
968300,1949500,968400,1949600,100,69.9388,10.7318,7.27420005,968350,1949550,127.1417149,37.54473804
941700,1951700,941800,1951800,100,22.8102,27.5568,9.44056836,941750,1951750,126.8404362,37.56326909
968300,1949600,968400,1949700,100,8.327,32.7273,7.27420005,968350,1949650,127.1417105,37.54563938
941700,1950800,941800,1950900,100,10.2827,32.0291,9.44056836,941750,1950850,126.8405077,37.55515741
968300,1949700,968400,1949800,100,40.5431,21.2261,7.27420005,968350,1949750,127.1417062,37.54654072
941700,1951000,941800,1951100,100,69.6742,10.8263,9.44056836,941750,1951050,126.8404918,37.55696
968300,1948400,968400,1948500,100,71.6128,10.1342,7.27420005,968350,1948450,127.1417623,37.53482326
941700,1951100,941800,1951200,100,23.5897,27.2785,9.44056836,941750,1951150,126.8404839,37.5578613
968300,1948500,968400,1948600,100,86.7357,4.7354,7.27420005,968350,1948550,127.141758,37.53572461
941700,1951200,941800,1951300,100,5.3782,33.78,9.44056836,941750,1951250,126.8404759,37.5587626
968300,1948600,968400,1948700,100,87.7666,4.3673,7.27420005,968350,1948650,127.1417537,37.53662595
941700,1949600,941800,1949700,100,0.8447,35.3984,9.44056836,941750,1949650,126.840603,37.54434182
968300,1948700,968400,1948800,100,57.9236,15.0213,7.27420005,968350,1948750,127.1417494,37.53752729
941700,1949700,941800,1949800,100,45.8123,19.345,9.44056836,941750,1949750,126.8405951,37.54524312
968300,1947900,968400,1948000,100,96.4947,1.2514,7.27420005,968350,1947950,127.1417839,37.53031654
941700,1949800,941800,1949900,100,14.6949,30.4539,9.44056836,941750,1949850,126.8405871,37.54614442
968300,1948000,968400,1948100,100,89.3475,3.8029,7.27420005,968350,1948050,127.1417795,37.53121789
968300,1948200,968400,1948300,100,86.5587,4.7985,7.27420005,968350,1948250,127.1417709,37.53302058
941800,1944400,941900,1944500,100,85.9845,5.0035,7.48708883,941850,1944450,126.8421466,37.49748033
968300,1948300,968400,1948400,100,20.5958,28.3473,7.27420005,968350,1948350,127.1417666,37.53392192
941800,1944900,941900,1945000,100,47.7015,18.6706,7.48708883,941850,1944950,126.842107,37.50198687
941800,1945000,941900,1945100,100,2.0016,34.9854,7.48708883,941850,1945050,126.8420991,37.50288818
968300,1947500,968400,1947600,100,7.9971,32.845,7.27420005,968350,1947550,127.1418011,37.52671117
941800,1943700,941900,1943800,100,96.4057,1.2832,7.48708883,941850,1943750,126.8422019,37.49117118
968300,1947600,968400,1947700,100,70.9964,10.3543,7.27420005,968350,1947650,127.1417968,37.52761251
941800,1944000,941900,1944100,100,8.6268,32.6202,7.48708883,941850,1944050,126.8421782,37.4938751
941800,1944200,941900,1944300,100,49.4981,18.0292,7.48708883,941850,1944250,126.8421624,37.49567772
941800,1944300,941900,1944400,100,74.8796,8.968,7.48708883,941850,1944350,126.8421545,37.49657903
941800,1942600,941900,1942700,100,41.4479,20.9031,7.48708883,941850,1942650,126.8422889,37.48125678
941800,1942700,941900,1942800,100,54.4491,16.2617,7.48708883,941850,1942750,126.8422809,37.48215809
941700,1952300,941800,1952400,100,49.2531,18.1166,9.44056836,941750,1952350,126.8403885,37.56867687
941800,1941900,941900,1942000,100,78.1618,7.7962,7.48708883,941850,1941950,126.8423441,37.4749476
968300,1950600,968400,1950700,100,0.5688,35.4969,7.27420005,968350,1950650,127.1416674,37.55465279
941800,1942000,941900,1942100,100,81.4842,6.6101,7.48708883,941850,1942050,126.8423362,37.47584891
941800,1948000,941900,1948100,100,95.6882,1.5393,9.44056836,941850,1948050,126.8418617,37.52992731
941800,1948200,941900,1948300,100,76.6603,8.3323,9.44056836,941850,1948250,126.8418459,37.53172992
968300,1949800,968400,1949900,100,77.3768,8.0765,7.27420005,968350,1949850,127.1417019,37.54744206
941800,1948500,941900,1948600,100,66.7441,11.8724,9.44056836,941850,1948550,126.8418221,37.53443382
968300,1949900,968400,1950000,100,87.2964,4.5352,7.27420005,968350,1949950,127.1416976,37.5483434
941800,1948600,941900,1948700,100,84.3658,5.5814,9.44056836,941850,1948650,126.8418142,37.53533512
968300,1950000,968400,1950100,100,79.8299,7.2007,7.27420005,968350,1950050,127.1416933,37.54924475
941800,1947600,941900,1947700,100,39.8362,21.4785,5.25925263,941850,1947650,126.8418934,37.5263221
968300,1950100,968400,1950200,100,63.2154,13.1321,7.27420005,968350,1950150,127.141689,37.55014609
941800,1947700,941900,1947800,100,19.4085,28.7712,5.25925263,941850,1947750,126.8418855,37.5272234
968100,1950000,968200,1950100,100,91.097,3.1784,7.27420005,968150,1950050,127.1394291,37.54923785
941800,1947800,941900,1947900,100,69.8926,10.7483,9.44056836,941850,1947850,126.8418775,37.52812471
968100,1950600,968200,1950700,100,59.8435,14.3359,7.27420005,968150,1950650,127.1394031,37.5546459
941800,1947900,941900,1948000,100,94.5071,1.961,9.44056836,941850,1947950,126.8418696,37.52902601
941800,1947200,941900,1947300,100,23.0313,27.4778,5.25925263,941850,1947250,126.8419251,37.52271689
941800,1947300,941900,1947400,100,58.7148,14.7388,5.25925263,941850,1947350,126.8419171,37.52361819
968100,1949600,968200,1949700,100,42.9912,20.3521,7.27420005,968150,1949650,127.1394465,37.54563249
941800,1947400,941900,1947500,100,49.8305,17.9105,5.25925263,941850,1947450,126.8419092,37.52451949
968100,1949700,968200,1949800,100,68.9751,11.0759,7.27420005,968150,1949750,127.1394422,37.54653383
941800,1947500,941900,1947600,100,71.18,10.2887,5.25925263,941850,1947550,126.8419013,37.5254208
968100,1949800,968200,1949900,100,38.5274,21.9457,7.27420005,968150,1949850,127.1394378,37.54743517
941800,1946300,941900,1946400,100,82.6299,6.2011,5.25925263,941850,1946350,126.8419963,37.51460515
968100,1949900,968200,1950000,100,84.779,5.4339,7.27420005,968150,1949950,127.1394335,37.54833651
941800,1946600,941900,1946700,100,79.8786,7.1833,5.25925263,941850,1946650,126.8419726,37.51730906
968100,1949000,968200,1949100,100,24.1399,27.0821,7.27420005,968150,1949050,127.1394726,37.54022443
941800,1947000,941900,1947100,100,62.3901,13.4267,5.25925263,941850,1947050,126.8419409,37.52091428
968100,1949100,968200,1949200,100,46.0936,19.2446,7.27420005,968150,1949150,127.1394682,37.54112578
